
TissueNet,2020-03-18 16:12:48,31.2518,34.7913,Israel,Beersheba
TissueNet,2020-03-18 16:12:59,31.2518,34.7913,Israel,Beersheba
TissueNet,2020-03-18 16:13:40,31.2518,34.7913,Israel,Beersheba
TissueNet,2020-03-18 16:14:10,31.2518,34.7913,Israel,Beersheba
TissueNet,2020-03-18 18:48:28,31.2518,34.7913,Israel,Beersheba
TissueNet,2020-03-19 13:32:58,51.5085,-0.1257,United Kingdom,London
TissueNet,2020-03-19 15:34:51,25.0478,121.5319,Taiwan,Taipei
TissueNet,2020-03-19 16:45:05,51.9225,4.4792,Netherlands,Rotterdam
TissueNet,2020-03-19 18:13:40,32.0809,34.7806,Israel,Tel Aviv
TissueNet,2020-03-19 18:50:56,51.5085,-0.1257,United Kingdom,London
TissueNet,2020-03-19 18:51:24,51.5085,-0.1257,United Kingdom,London
TissueNet,2020-03-19 18:52:10,51.5085,-0.1257,United Kingdom,London
TissueNet,2020-03-19 21:44:27,35.8456,-86.3903,United States,Murfreesboro
TissueNet,2020-03-19 21:51:58,35.8456,-86.3903,United States,Murfreesboro
TissueNet,2020-03-20 17:38:34,40.7049,-74.3172,United States,Springfield
TissueNet,2020-03-20 17:41:34,40.7049,-74.3172,United States,Springfield
TissueNet,2020-03-20 21:03:43,40.7049,-74.3172,United States,Springfield
TissueNet,2020-03-20 21:20:11,40.7049,-74.3172,United States,Springfield
TissueNet,2020-03-20 21:24:23,40.7049,-74.3172,United States,Springfield
TissueNet,2020-03-20 21:27:47,40.7049,-74.3172,United States,Springfield
TissueNet,2020-03-21 13:16:30,32.0809,34.7806,Israel,Tel Aviv
TissueNet,2020-03-22 08:54:03,31.2222,121.4581,China,Shanghai
TissueNet,2020-03-22 08:55:52,31.2222,121.4581,China,Shanghai
TissueNet,2020-03-22 08:56:27,31.2222,121.4581,China,Shanghai
TissueNet,2020-03-22 08:57:25,31.2222,121.4581,China,Shanghai
TissueNet,2020-03-22 08:59:16,31.2222,121.4581,China,Shanghai
TissueNet,2020-03-24 17:19:02,35.8456,-86.3903,United States,Murfreesboro
TissueNet,2020-03-25 00:07:32,52.2333,0.0833,United Kingdom,Girton
TissueNet,2020-03-25 00:07:57,52.2333,0.0833,United Kingdom,Girton
TissueNet,2020-03-26 11:05:10,25.0478,121.5319,Taiwan,Taipei
